active,datatokenBalance,price,totalSwapValue,datatoken.cap,datatoken.holderCount,datatoken.orderCount,datatoken.symbol,datatoken.name,datatoken.publishMarketFeeAmount,datatoken.nft.name,datatoken.nft.transferable,datatoken.nft.symbol,datatoken.nft.owner,timestamp
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,CRACOR-95,Crapulous Cormorant Token,0,Acentrik Asset Management,True,AAMT-3991D539,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660003200
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,ADROYS-75,Adroit Oyster Token,0,Acentrik Asset Management,True,AAMT-1C9BDCF2,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,2,0,115792089237316195423570985008687900000000000000000000000000,0,1,LACNAR-84,Lachrymose Narwhal Token,0,Acentrik Asset Management,True,AAMT-563486D1,0x168c6db5e9e26d1835c7d7c03f7946a8ea973b3b,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,0,ANTCUT-70,Antic Cuttlefish Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,ENDBAR-11,Endemic Barnacle Token,0,Acentrik Asset Management,True,AAMT-F9CE006A,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,CONTUN-52,Contumacious Tuna Token,0,Acentrik Asset Management,True,AAMT-1C3753E9,0x168c6db5e9e26d1835c7d7c03f7946a8ea973b3b,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,1,JUDNAR-43,Judicious Narwhal Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,100000,0,0,PERPEN-5,Pernicious Penguin Token,0,Acentrik Asset Management,True,AAMT-DA2E6CBB,0xe11d05619d4e07f2549e6deaac8c29371dd0c1fa,1660063479
True,0,1,0,100000,0,0,DILSEA-83,Dilatory Seal Token,0,Acentrik Asset Management,True,AAMT-DA2E6CBB,0xa06711a568496e373b3c419020d8d8104efcd610,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,MOTHAD-21,Motivated Haddock Token,0,Acentrik Asset Management,True,AAMT-8D9857C8,0x168c6db5e9e26d1835c7d7c03f7946a8ea973b3b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,STRNAR-8,Strident Narwhal Token,0,Acentrik Asset Management,True,AAMT-B1339B1F,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,MARCLA-10,Marvelous Clam Token,0,Ocean Data NFT,True,OCEAN-NFT,0x0363f3c31076a64b85ceb69a28f958a7c1181cee,1660063479
True,0,10,0,115792089237316195423570985008687900000000000000000000000000,0,0,COMPOR-66,Comely Porpoise Token,0,Acentrik Asset Management,True,AAMT-6345AD72,0xad1775d3c5e2cca9188502342848a1a011e3a428,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,RECPRA-24,Recalcitant Prawn Token,0,Acentrik Asset Management,True,AAMT-5FA1FC8E,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,2,0,1000,0,0,DIDSTA-25,Didactic Starfish Token,0,Acentrik Asset Management,True,AAMT-271DE038,0x1aef750253b4954b42c980d99856d32474b2c3db,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,DETSHE-81,Determined Shell Token,0,Acentrik Asset Management,True,AAMT-62CD26BA,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,FRISHR-39,Friable Shrimp Token,0,Acentrik Asset Management,True,AAMT-1CBA2C95,0x1aef750253b4954b42c980d99856d32474b2c3db,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,ADAKRI-40,Adamant Krill Token,0,Acentrik Asset Management,True,AAMT-CA7B1317,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,2,0,1000,0,0,CAURAY-9,Caustic Ray Token,0,Acentrik Asset Management,True,AAMT-AF5ADF65,0x6d3968da311d0c2ffdb13623151415efd262f175,1660063479
True,0,399,0,115792089237316195423570985008687900000000000000000000000000,0,0,LUMSTA-92,Luminous Starfish Token,0,Acentrik Asset Management,True,AAMT-668B806B,0x2a07e2c840e04a5065e75d4ed25ae3506b9b6f87,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,RHANAU-19,Rhadamanthine Nautilus Token,0,Acentrik Asset Management,True,AAMT-1414416F,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,0,HEUKRI-49,Heuristic Krill Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,1000,0,2,PETSHE-42,Petulant Shell Token,0,Acentrik Asset Management,True,AAMT-F5447163,0x9bf750b5465a51689fa4235aac1f37ec692ef7b4,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,POWCOR-35,Powerful Coral Token,0,Acentrik Asset Management,True,AAMT-208C9D10,0x6d3968da311d0c2ffdb13623151415efd262f175,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,2,DELJEL-92,Delightful Jellyfish Token,0,Acentrik Asset Management,True,AAMT-7F5F3ED6,0x500db43ee6966e6213ba58eaf152da593eb7432e,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,BILCOR-67,Bilious Coral Token,0,Acentrik Asset Management,True,AAMT-EE2971BD,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,10,0,115792089237316195423570985008687900000000000000000000000000,0,0,HUBTUN-48,Hubristic Tuna Token,0,Acentrik Asset Management,True,AAMT-E76A4558,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,TREANE-74,Tremendous Anemone Token,0,Acentrik Asset Management,True,AAMT-0A965E4C,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,CONCOD-39,Contumacious Cod Token,0,Acentrik Asset Management,True,AAMT-731E349A,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,0,CALSTA-88,Calamitous Starfish Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,ARCCOD-12,Arcadian Cod Token,0,Acentrik Asset Management,True,AAMT-5A6C9BC5,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,WONDOL-81,Wonderful Dolphin Token,0,Ocean Data NFT,True,OCEAN-NFT,0x275ab2f4e5dd3cb7aa8ec4f16a79f4023cc5f7ef,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,1,CONSHR-58,Contumacious Shrimp Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,SMACOD-19,Smart Cod Token,0,Ocean Data NFT,True,OCEAN-NFT,0x197497afbc675730b9a912a29b4bf1d528f71f38,1660063479
True,0,1,0,1000,0,1,VOLPOR-45,Voluble Porpoise Token,0,Acentrik Asset Management,True,AAMT-1F4C35EA,0x6d3968da311d0c2ffdb13623151415efd262f175,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,DOWNAR-1,Dowdy Narwhal Token,0,Acentrik Asset Management,True,AAMT-A56ECACC,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,PENCOD-71,Pendulous Cod Token,0,Acentrik Asset Management,True,AAMT-53E4DFF2,0x9a3a4cdb2c2e992405e6934d967db1591430d416,1660063479
True,0,50,0,115792089237316195423570985008687900000000000000000000000000,0,0,DOWNAR-0,Dowdy Narwhal Token,0,Ocean Data NFT,True,OCEAN-NFT,0xda179069e1800c1420a3c82ca92dd04c5a0d017c,1660063479
True,0,33,0,115792089237316195423570985008687900000000000000000000000000,0,0,AMBSEA-75,Ambitious Seahorse Token,0,Ocean Data NFT,True,OCEAN-NFT,0x03ef3f422d429bcbd4ee5f77da2917a699f237ed,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,MENSHE-26,Mendacious Shell Token,0,Acentrik Asset Management,True,AAMT-069E8229,0x7783b1927e30e2f5abdfddd9ec84c17f4bb5a347,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,AMABAR-16,Amatory Barracuda Token,0,Acentrik Asset Management,True,AAMT-8B389F89,0x1aef750253b4954b42c980d99856d32474b2c3db,1660063479
True,0,133,0,115792089237316195423570985008687900000000000000000000000000,0,0,INVSEA-39,Invigorated Seahorse Token,0,Ocean Data NFT,True,OCEAN-NFT,0xe2a4ded1eb0bfa8027f1a2ed7e09d72843d6d35a,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,MOTSEA-19,Motivated Seahorse Token,0,Acentrik Asset Management,True,AAMT-6F7E548B,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,BELKRI-77,Bellicose Krill Token,0,Acentrik Asset Management,True,AAMT-D7E62E16,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,OPTJEL-72,Optimistic Jellyfish Token,0,Ocean Data NFT,True,OCEAN-NFT,0x0363f3c31076a64b85ceb69a28f958a7c1181cee,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,INSSWO-62,Insolent Swordfish Token,0,Acentrik Asset Management,True,AAMT-F71AF72A,0x7b97450975e89ce1db2ec1fea1f82e234a5d4a02,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,ADAPRA-86,Adamant Prawn Token,0,Acentrik Asset Management,True,AAMT-047DE2AC,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,ASTTUR-89,Astonishing Turtle Token,0,Ocean Data NFT,True,OCEAN-NFT,0xcafe2ef59688187ee312c8aca10ceb798338f7e3,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,CONFIS-73,Confident Fish Token,0,Acentrik Asset Management,True,AAMT-F306DB44,0x6d430a149a2d4d7453608c5eed07e3acfe664330,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,VIBLOB-14,Vibrant Lobster Token,0,Acentrik Asset Management,True,AAMT-92139681,0x1d9d02edd04fa187e6c3d27918ce6bca32ef8241,1660063479
True,0,10,0,115792089237316195423570985008687900000000000000000000000000,0,0,HEUSHA-58,Heuristic Shark Token,0,Ocean Data NFT,True,OCEAN-NFT,0x2352c249e68a933f3bcdff399a925269984f98c2,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,FRIANC-98,Friable Anchovy Token,0,Acentrik Asset Management,True,AAMT-2642ABAC,0x7b97450975e89ce1db2ec1fea1f82e234a5d4a02,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,COMPOR-24,Comely Porpoise Token,0,Acentrik Asset Management,True,AAMT-DD6E0E0A,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,INSBAR-75,Insolent Barnacle Token,0,Acentrik Asset Management,True,AAMT-63154379,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,1,TREHER-37,Tremendous Herring Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,2,QUEPOR-14,Querulous Porpoise Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,10,0,115792089237316195423570985008687900000000000000000000000000,0,1,AMUCOR-2,Amused Coral Token,0,Ocean Data NFT,True,OCEAN-NFT,0x002570980aa53893c6981765698b6ebab8ae7ea1,1660063479
True,0,33,0,115792089237316195423570985008687900000000000000000000000000,0,0,CALCLO-44,Calamitous Clownfish Token,0,Ocean Data NFT,True,OCEAN-NFT,0x03ef3f422d429bcbd4ee5f77da2917a699f237ed,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,QUEOYS-84,Querulous Oyster Token,0,Acentrik Asset Management,True,AAMT-9AFB88E6,0x6d3968da311d0c2ffdb13623151415efd262f175,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,PASANG-66,Passionate Angelfish Token,0,Ocean Data NFT,True,OCEAN-NFT,0x2e8d628ef699db4509c5ad3afcc33ab7b070ceb6,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,4,CHAOTT-3,Charming Otter Token,0,Acentrik Asset Management,True,AAMT-522AFCE8,0x1aef750253b4954b42c980d99856d32474b2c3db,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,2,REBSEA-61,Rebarbative Seagull Token,0,Acentrik Asset Management,True,AAMT-21E00819,0xe11d05619d4e07f2549e6deaac8c29371dd0c1fa,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,2,STUSHE-54,Stunning Shell Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,ANIBAR-5,Animistic Barracuda Token,0,Acentrik Asset Management,True,AAMT-55A0F400,0x6d3968da311d0c2ffdb13623151415efd262f175,1660063479
True,0,1,0,100000,0,0,PASNAU-34,Passionate Nautilus Token,0,Acentrik Asset Management,True,AAMT-DA2E6CBB,0xa06711a568496e373b3c419020d8d8104efcd610,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,1,EFFCOR-3,Efficacious Coral Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,GUSFUG-95,Gustatory Fugu Token,0,Ocean Data NFT,True,OCEAN-NFT,0x29ad2ad28abdabb877e5572b57219a594e21ebec,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,COMNAR-91,Comely Narwhal Token,0,Acentrik Asset Management,True,AAMT-4B6478CB,0x9a3a4cdb2c2e992405e6934d967db1591430d416,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,AMBSEA-71,Ambitious Seagull Token,0,Acentrik Asset Management,True,AAMT-896AFF4E,0x63cc540e721ebb247b8c639a60af7b75da7c7811,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,PENMAN-16,Pendulous Manatee Token,0,Acentrik Asset Management,True,AAMT-D01A862B,0x2f1204605e4f23222e2d6ee3a2c78726f14a6486,1660063479
True,0,100,0,115792089237316195423570985008687900000000000000000000000000,0,0,CALCOR-11,Calamitous Coral Token,0,Acentrik Asset Management,True,AAMT-9DD0CF76,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,2,0,115792089237316195423570985008687900000000000000000000000000,0,0,INSRAY-36,Inspired Ray Token,0,Acentrik Asset Management,True,AAMT-0AD9A672,0x1aef750253b4954b42c980d99856d32474b2c3db,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,0,DIDPEL-87,Didactic Pelican Token,0,Acentrik Asset Management,True,AAMT-8DCEB393,0xe11d05619d4e07f2549e6deaac8c29371dd0c1fa,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,3,BRAPUF-29,Brave Pufferfish Token,0,Acentrik Asset Management,True,AAMT-8613CCBD,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,1,PREANC-25,Precipitate Anchovy Token,0,Acentrik Asset Management,True,AAMT-5EF389A7,0x500db43ee6966e6213ba58eaf152da593eb7432e,1660063479
True,0,1,0,1000,0,0,PUCCLA-18,Puckish Clam Token,0,Acentrik Asset Management,True,AAMT-8CE506D9,0x9bf750b5465a51689fa4235aac1f37ec692ef7b4,1660063479
True,0,1,0,1000,0,1,CHASWO-78,Charming Swordfish Token,0,Acentrik Asset Management,True,AAMT-9F68FA07,0x9bf750b5465a51689fa4235aac1f37ec692ef7b4,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,1,PENORC-42,Pendulous Orca Token,0,Ocean Data NFT,True,OCEAN-NFT,0xde32cf2f4b32ccde6429a2ebddcd768755cf9bef,1660063479
True,0,69,0,115792089237316195423570985008687900000000000000000000000000,0,0,GENSHR-26,Gentle Shrimp Token,0,Ocean Data NFT,True,OCEAN-NFT,0x03ef3f422d429bcbd4ee5f77da2917a699f237ed,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,2,EFFSHA-16,Effulgent Shark Token,0,Acentrik Asset Management,True,AAMT-76633CEC,0x6d3968da311d0c2ffdb13623151415efd262f175,1660063479
True,0,5,0,115792089237316195423570985008687900000000000000000000000000,0,1,CRARAY-7,Crapulous Ray Token,0,Ocean Data NFT,True,OCEAN-NFT,0xd30dd83132f2227f114db8b90f565bca2832afbd,1660063479
True,0,1,0,100000,0,0,INTOYS-5,Intransigent Oyster Token,0,Acentrik Asset Management,True,AAMT-DA2E6CBB,0xa06711a568496e373b3c419020d8d8104efcd610,1660063479
True,0,2,0,115792089237316195423570985008687900000000000000000000000000,0,0,LOQBAR-73,Loquacious Barnacle Token,0,Acentrik Asset Management,True,AAMT-799C612A,0x587fb5be9a055508210a623b3a66508c68345c5b,1660063479
True,0,10,0,115792089237316195423570985008687900000000000000000000000000,0,0,ASTTUR-51,Astonishing Turtle Token,0,Acentrik Asset Management,True,AAMT-0E422E4E,0x1d35453a22ff09a88e17bb683febf3c536e9672d,1660063479
True,0,1,0,115792089237316195423570985008687900000000000000000000000000,0,4,RUMCRA-42,Ruminative Crab Token,0,Acentrik Asset Management,True,AAMT-5D173A0C,0x500db43ee6966e6213ba58eaf152da593eb7432e,1660063479
